Intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,inter_linear_spacing,weight,peak_number,modular_ratio/inter_linear_spacing,class
-0.16596,-0.134216,0.256965,0.3870409999999999,0.261718,0.024215,0.182426,-0.212891,-0.684271,0.043785,Clarius
-0.16596,-0.173471,-2.908234,-1.6700240000000002,0.351096,0.688613,0.748682,-0.968266,-0.497183,0.328021,Clarius
0.080916,-0.142067,0.1716109999999999,-0.470713,0.261718,-0.972381,-0.157328,-0.634943,-0.091823,-0.694604,Clarius
0.266074,0.2112369999999999,0.1147089999999999,0.937882,0.261718,1.228436,0.371178,0.889069,-0.372457,1.013837,Marcus
0.09326,-0.212727,0.260522,-0.5272560000000001,0.261718,-0.01731,0.597681,-0.152373,0.313536,-0.2334099999999999,Clarius
-0.3387739999999999,-0.2912389999999999,0.520139,1.054429,0.261718,1.145386,0.975185,0.402617,1.24898,0.593511,Philippus
0.043885,-0.079257,0.061363,0.5650850000000001,0.261718,0.024215,-0.006326,0.388036,-0.247731,0.159056,Marcus
0.1056039999999999,-0.149918,0.438342,0.934659,0.261718,1.26996,0.295677,-0.099174,-0.372457,1.090001,Marcus
0.438888,0.289748,0.1431599999999999,-0.282494,0.261718,-0.391033,0.371178,0.677208,0.344717,-0.4306569999999999,Marcus
-0.116585,0.2818969999999999,0.175168,-0.15249,0.261718,-0.889332,0.333428,0.645173,0.594169,-0.8628809999999999,Philippus
0.364825,-0.149918,0.1716109999999999,0.0427699999999999,0.261718,-0.10036,0.597681,0.431526,-0.0606419999999999,-0.297435,Clarius
-0.104241,0.022808,0.3778829999999999,1.279945,0.17234,1.43606,-0.195078,1.085709,1.716702,1.590145,Mongucus
-0.104241,-0.197025,0.221401,0.17367,0.261718,1.43606,0.069175,-0.819292,-0.559546,1.4157799999999998,Clarius
0.1426359999999999,-0.377602,0.3280929999999999,-0.039583,0.261718,0.024215,-0.006326,-0.044404,0.001721,0.147519,Clarius
0.204355,-0.354049,0.32098,0.410166,-0.989576,0.314889,-6.310645,0.354175,-1.526171,-2.7295580000000004,Marcus
0.068573,-0.6523939999999999,0.395665,1.220985,0.261718,0.439463,0.220177,1.062391,0.251173,0.392443,Marcus
-0.0301779999999999,-0.220579,0.2427389999999999,1.988271,0.17234,0.564038,-0.044076,1.345603,0.531806,0.672327,Marcus
-0.00549,0.611647,0.0222419999999999,1.0121790000000002,0.261718,0.937762,0.446679,0.413043,-0.185368,0.70965,Marcus
0.500607,-0.220579,-0.03466,0.4973229999999999,0.17234,0.439463,0.597681,-0.293717,0.064084,0.179694,Marcus
0.907954,1.467426,0.37077,-1.242027,0.708609,-1.38763,-1.32759,0.873692,1.903791,-0.426751,Coronavirucus
0.1056039999999999,-0.189174,0.164499,-0.683757,0.261718,0.273364,0.371178,0.205123,0.157628,0.154994,Marcus
0.327793,-2.426761,-2.324983,-1.744082,0.440474,1.103861,0.899684,0.500781,0.001721,0.5829989999999999,Marcus
-0.351118,0.022808,0.1716109999999999,1.1519700000000002,0.261718,-0.266459,0.371178,1.345021,2.090879,-0.299991,Mongucus
0.352481,0.321153,0.128935,-1.6467200000000002,-0.9001979999999999,-0.764757,0.333428,0.09894,0.095265,-0.747586,Clarius
0.130292,-0.314793,0.4170029999999999,1.051058,0.082961,-0.01731,0.031425,0.86849,0.313536,0.096586,Marcus
-0.178304,0.902141,-0.041773,0.5931029999999999,0.261718,-0.391033,0.52218,0.518604,-0.185368,-0.504868,Clarius
0.006853,0.462474,-0.016878,0.649795,-1.347089,-0.266459,0.220177,0.062614,0.064084,-0.244285,Clarius
0.09326,0.329004,0.2711909999999999,-0.8135220000000001,0.17234,1.26996,0.408929,0.0829029999999999,-0.029461,1.011414,Marcus
0.648733,-0.197025,0.029355,0.335213,-0.185173,-0.6401819999999999,-1.28984,0.396734,1.436069,0.306659,Coronavirucus
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.391033,0.182426,1.924202,1.186617,-0.3392429999999999,Philippus
0.327793,0.179832,0.157386,-0.508846,0.17234,0.854712,0.446679,0.42143,0.40708,0.6297729999999999,Marcus
0.1426359999999999,0.0699149999999999,0.399221,0.5680390000000001,-1.168333,0.14879,0.597681,-0.918388,-0.621908,-0.0592139999999999,Marcus
-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.190314,0.257927,-0.542079,0.562987,0.153861,Philippus
0.09326,-0.267686,0.1680549999999999,-0.383884,0.261718,-0.764757,0.673182,-0.299775,-0.0606419999999999,-0.908329,Marcus
-0.128929,0.289748,0.235627,1.057473,0.17234,-0.474083,0.220177,1.347371,0.40708,-0.441313,Philippus
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.058835,-1.138838,-1.151062,0.001721,0.803668,Coronavirucus
0.327793,0.179832,0.157386,-0.508846,0.17234,1.228436,0.333428,0.027685,0.313536,1.019708,Marcus
-0.560964,0.329004,0.296086,0.755571,0.261718,0.480988,0.55993,0.584655,0.905984,0.243828,Philippus
0.1426359999999999,-0.000745,0.153829,0.955845,0.261718,-0.183409,0.408929,1.087805,0.40708,-0.265634,Clarius
0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.346105,-1.554093,-1.597403,-0.029461,-0.267599,Coronavirucus
-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,0.730137,-0.044076,-0.4957729999999999,-0.0606419999999999,0.82949,Marcus
0.130292,-0.024299,0.246296,0.1210059999999999,0.082961,0.190314,-0.308329,-0.045685,-0.154186,0.48047,Marcus
-0.091897,-0.189174,0.345875,0.2359119999999999,0.261718,0.107265,-0.044076,0.252652,0.126447,0.2446,Marcus
0.179667,0.258344,0.189393,-0.133304,0.17234,-0.307984,0.031425,0.381221,0.594169,-0.1718329999999999,Marcus
-0.314087,-0.236281,0.029355,0.4608609999999999,0.261718,1.186911,0.295677,-0.2416449999999999,0.126447,1.019768,Marcus
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.397939,0.257927,0.375746,-0.621908,0.33623,Marcus
-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.349509,-0.195078,0.720951,0.718895,-0.0764649999999999,Philippus
-0.116585,0.305451,0.036468,-0.41038,0.261718,-0.224934,-0.044076,-0.330354,0.656532,-0.044302,Paithonius
-0.3387739999999999,-0.314793,0.449011,1.243006,0.797987,0.314889,-1.25209,1.147528,2.059698,1.296663,Mongucus
-0.054866,0.2033849999999999,0.05425,-0.028782,0.261718,0.397939,0.55993,-0.601723,-0.091823,0.167145,Ubuntius
-0.128929,0.022808,0.19295,0.837775,0.261718,0.771662,0.371178,-1.04488,-0.777816,0.6075189999999999,Marcus
-0.042522,-0.3619,0.4703489999999999,-0.310721,0.261718,-0.847807,-2.988609,-0.028114,-0.185368,-2.215733,Clarius
0.648733,0.242641,-0.045329,-0.4441569999999999,0.261718,0.356414,0.710932,-0.6559699999999999,-0.684271,0.054803,Marcus
-0.22768,0.046362,0.214288,0.746888,0.261718,-1.138481,0.597681,1.637592,0.718895,-1.199774,Philippus
0.15498,-0.275537,0.4170029999999999,0.813815,0.261718,0.273364,0.55993,1.07771,0.095265,0.054478,Marcus
0.4142,-0.471816,0.2391829999999999,1.018385,0.887365,-1.30458,-1.365341,0.514352,1.841428,-0.349092,Coronavirucus
-0.141273,-0.244132,0.249852,0.593729,0.261718,-0.681707,0.295677,1.061906,0.157628,-0.6522180000000001,Clarius
-0.672058,-0.613138,0.360101,0.373406,0.17234,-0.224934,0.295677,0.6650159999999999,0.500624,-0.2447909999999999,Philippus
0.229043,-0.008597,0.175168,0.087408,0.17234,-0.058835,1.012935,0.168195,-0.1230049999999999,-0.455298,Marcus
0.080916,-0.071406,0.160942,1.225521,0.17234,0.564038,0.333428,0.0360529999999999,-0.559546,0.448403,Marcus
-0.00549,0.360409,0.28186,-0.213479,-1.168333,-1.013906,-0.34608,1.176165,0.968347,-0.627999,Philippus
-0.375806,-0.275537,0.449011,0.55685,0.17234,0.854712,-0.157328,-0.317714,-0.247731,1.005965,Esequlius
0.006853,0.164129,0.125378,0.5845100000000001,0.261718,-0.183409,0.069175,1.616099,0.656532,-0.094271,Marcus
-3.498799,-0.573882,0.356544,0.750648,-4.9222150000000005,-0.058835,0.446679,-0.005184,-0.185368,-0.1772099999999999,Marcus
-0.215336,-0.1028109999999999,0.360101,0.941284,0.17234,-0.058835,0.484429,1.715952,0.812439,-0.185913,Philippus
0.15498,-0.471816,0.50947,1.205082,0.261718,1.311485,0.597681,-1.032396,-0.933723,0.977069,Marcus
0.25373,0.219088,0.1431599999999999,0.720541,0.261718,-0.557133,0.031425,0.561396,-0.466001,-0.4002179999999999,Marcus
-0.116585,0.2818969999999999,0.335206,-0.518215,0.082961,-2.010502,0.182426,-1.36005,0.157628,-1.780301,Esequlius
-0.0301779999999999,0.093469,0.235627,1.206186,0.261718,1.228436,0.748682,0.789585,0.500624,0.776351,Marcus
0.7721720000000001,0.030659,0.075589,0.371824,0.976743,-1.38763,-0.610333,-2.627197,-1.49499,-0.85249,Coronavirucus
0.229043,0.807926,-0.0524419999999999,0.082634,0.261718,0.564038,0.333428,-0.4497779999999999,-0.43482,0.429911,Clarius
-0.351118,0.022808,0.1716109999999999,1.1519700000000002,0.261718,-0.432558,0.371178,1.676073,1.810246,-0.472356,Mongucus
0.019197,-0.338346,-0.358293,-0.113223,0.17234,-0.8062819999999999,0.295677,-0.679132,-0.8401790000000001,-0.766235,Marcus
-0.00549,0.7608189999999999,-0.095119,-0.016936,0.261718,0.024215,0.182426,-0.482066,0.438262,0.040518,Clarius
-0.0301779999999999,-0.220579,0.2427389999999999,1.988271,0.17234,1.26996,-0.157328,0.928502,-0.0606419999999999,1.397866,Marcus
-0.141273,0.7294149999999999,0.079145,0.1517089999999999,0.261718,-0.10036,0.7864329999999999,0.546407,0.375899,-0.390778,Clarius
0.438888,0.289748,0.1431599999999999,-0.282494,0.261718,-0.10036,0.220177,-0.407064,-0.403638,-0.084409,Marcus
0.043885,-0.157769,0.3280929999999999,0.552225,0.261718,1.103861,0.257927,-0.207144,0.781258,0.971295,Marcus
0.1426359999999999,0.2033849999999999,-0.006209,-0.8348270000000001,0.261718,2.058932,0.6354310000000001,-0.896993,-1.183175,1.570712,Marcus
-0.22768,0.109171,0.413447,0.118917,0.17234,-0.515608,0.824183,0.253176,0.594169,-0.756881,Esequlius
0.117948,-0.008597,0.623275,-0.855684,0.17234,0.397939,0.673182,0.581374,-0.029461,0.104338,Marcus
-0.252367,0.2818969999999999,0.146717,-0.082938,0.261718,1.228436,0.220177,-0.661173,-0.310094,1.091412,Philippus
-0.252367,-0.1106619999999999,0.452567,0.8883209999999999,0.17234,-0.6401819999999999,-0.119577,0.539242,0.001721,-0.413406,Esequlius
-0.079554,-0.2912389999999999,0.388552,0.855618,0.261718,0.647088,0.257927,-0.4917149999999999,-0.777816,0.5874590000000001,Clarius
0.266074,0.2112369999999999,0.1147089999999999,0.937882,0.261718,2.308081,0.257927,0.829192,-0.029461,2.091361,Marcus
-0.054866,0.313302,0.05425,0.218427,0.261718,0.107265,0.295677,0.955548,0.1888099999999999,0.051271,Marcus
-3.498799,-0.4404119999999999,-3.210528,-0.3647579999999999,-4.9222150000000005,-0.6401819999999999,0.144676,0.746697,-0.5283640000000001,-0.542854,Marcus
0.130292,-0.456114,0.292529,0.202672,0.261718,0.854712,0.408929,0.303908,-0.091823,0.6571140000000001,Marcus
0.0562289999999999,-0.09496,0.228514,-0.658066,0.17234,1.560634,0.52218,-0.356545,-0.715453,1.210468,Clarius
0.241386,-0.43256,0.349432,-1.029281,0.261718,0.14879,0.333428,-1.175215,-0.43482,0.081903,Clarius
0.1056039999999999,0.556689,-0.031104,0.619301,0.17234,-0.307984,0.031425,0.742192,0.032902,-0.172725,Marcus
0.117948,0.556689,-0.009765,-0.5726100000000001,0.261718,-0.764757,0.106925,-0.395337,0.157628,-0.634955,Clarius
0.15498,-0.322644,0.175168,0.126526,0.17234,0.0657399999999999,0.182426,0.331051,0.032902,0.078998,Marcus
0.1426359999999999,-0.448263,0.438342,0.978909,0.261718,-0.6401819999999999,0.069175,0.404403,0.219991,-0.500987,Clarius
0.080916,0.164129,0.19295,0.8190069999999999,0.261718,-0.224934,0.597681,-0.331577,-1.089631,-0.399832,Marcus
0.661077,-0.09496,0.01513,0.751961,0.976743,-1.055431,-1.403091,1.513488,1.311343,-0.0594429999999999,Coronavirucus
0.229043,-0.354049,0.182281,0.210878,0.261718,1.228436,0.333428,-0.340333,0.126447,1.03321,Marcus
0.710453,-0.283388,0.128935,0.601905,0.976743,-1.38763,-1.32759,1.0723120000000002,1.155435,-0.441434,Coronavirucus
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,-1.802878,0.044008,-0.0614309999999999,1.872609,-1.554569,Coronavirucus
0.266074,0.109171,0.207175,-0.8491790000000001,0.261718,-0.10036,-0.081827,1.2068020000000002,0.032902,0.095333,Clarius
0.229043,-1.044953,0.349432,0.8424299999999999,0.261718,1.311485,-0.006326,0.731708,0.1888099999999999,1.345703,Marcus
0.2907619999999999,0.077766,0.118265,0.275805,0.261718,-0.307984,0.597681,0.202444,-0.029461,-0.4636399999999999,Clarius
0.364825,0.36826,0.19295,-0.420406,0.261718,-0.723232,0.484429,0.299909,0.469443,-0.780786,Paithonius
-0.00549,0.360409,0.28186,-0.213479,-1.168333,-0.1418839999999999,-0.459331,-0.0580139999999999,0.562987,0.253327,Philippus
-0.042522,-0.322644,0.310311,0.2872929999999999,0.261718,-0.8062819999999999,-0.006326,-0.220463,-0.621908,-0.615462,Clarius
0.512951,-0.416858,0.125378,0.549719,0.976743,-0.1418839999999999,-1.138838,0.247914,1.560794,0.708529,Coronavirucus
-0.4745569999999999,0.446772,-3.210528,-0.7161609999999999,0.351096,0.688613,1.2016870000000002,-2.296261,-2.118619,0.070342,Marcus
0.31545,-0.236281,0.37077,0.812174,0.261718,-0.307984,0.748682,0.703439,0.313536,-0.548242,Marcus
-0.2893989999999999,0.093469,0.402778,-0.087353,-1.436467,0.190314,0.408929,0.6084390000000001,1.124254,0.069487,Philippus
0.229043,-0.008597,0.175168,0.087408,0.17234,0.356414,0.710932,-0.063101,0.095265,0.044376,Marcus
-0.252367,0.062064,0.1716109999999999,-0.420108,0.261718,-0.930856,0.031425,-0.219414,0.344717,-0.7549520000000001,Philippus
0.389513,0.376111,0.018686,-0.690978,0.082961,-0.557133,0.069175,-0.0703429999999999,-0.029461,-0.404859,Marcus
-0.128929,0.0699149999999999,0.313868,0.5105109999999999,0.082961,0.397939,0.182426,0.081738,0.781258,0.384788,Paithonius
0.080916,0.2033849999999999,0.310311,0.2695099999999999,0.261718,0.356414,0.333428,-1.518985,-1.837986,0.257329,Paithonius
0.4759199999999999,-0.283388,0.107596,0.080127,0.976743,-0.847807,-1.28984,-0.208852,0.937165,0.081385,Coronavirucus
0.266074,0.415367,0.089814,-0.68501,0.261718,-0.224934,0.220177,-0.1149589999999999,0.562987,-0.2028869999999999,Ubuntius
0.229043,-1.044953,0.349432,0.8424299999999999,0.261718,1.186911,0.446679,0.905126,0.40708,0.927426,Marcus
-0.178304,-0.620989,0.32098,0.699028,0.261718,-1.180006,0.371178,-0.381707,0.344717,-1.132519,Philippus
0.204355,-0.134216,0.043581,-0.6548729999999999,0.261718,-0.224934,0.182426,-0.808497,0.1888099999999999,-0.17727,Philippus
0.09326,-0.087108,-2.268081,-0.164963,0.261718,0.314889,0.295677,-1.209348,-1.151994,0.257619,Marcus
0.4142,-0.16562,0.05425,-0.8919959999999999,0.976743,-1.013906,-1.1010879999999998,-1.205969,0.469443,-0.208011,Coronavirucus
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.266459,0.333428,-0.879402,-0.341275,-0.29852,Marcus
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.979286,-0.34608,0.304627,-0.1230049999999999,1.307561,Clarius
0.327793,0.179832,0.157386,-0.508846,0.17234,-1.968978,0.333428,-2.465738,-0.154186,-1.826364,Marcus
-0.252367,-0.401156,0.466793,0.631147,0.261718,0.730137,-0.270579,0.0931159999999999,0.7500760000000001,0.969872,Philippus
-0.128929,-0.040001,0.057807,0.557894,0.261718,-0.391033,0.257927,1.05381,1.498432,-0.354685,Mongucus
0.031541,0.171981,0.253409,-0.862994,0.17234,-1.180006,-2.573354,-0.4560689999999999,0.656532,-2.51928,Paithonius
0.019197,-0.087108,0.384996,0.7949579999999999,0.261718,0.314889,-0.044076,-1.067421,-0.715453,0.440809,Marcus
-0.351118,0.022808,0.1716109999999999,1.1519700000000002,0.261718,0.854712,0.899684,0.023725,1.061891,0.371926,Mongucus
0.426544,0.588093,0.160942,-0.889699,0.261718,0.771662,-2.573354,0.917707,0.001721,-1.062056,Clarius
-0.32643,0.321153,0.285416,-1.944952,-0.9001979999999999,-0.681707,-0.157328,1.021793,0.7500760000000001,-0.406968,Esequlius
0.2166989999999999,0.124874,-3.210528,-0.8869239999999999,0.261718,0.190314,0.673182,-0.057218,0.219991,-0.054199,Marcus
0.0562289999999999,-0.063555,0.310311,-1.048885,0.261718,-0.391033,0.144676,1.100484,0.313536,-0.312926,Clarius
0.204355,0.038511,0.036468,0.655644,0.17234,0.730137,0.182426,0.768403,0.095265,0.702248,Marcus
0.377169,0.014957,0.381439,0.292753,0.261718,-0.1418839999999999,0.484429,0.226907,0.937165,-0.277219,Paithonius
0.1426359999999999,0.0699149999999999,0.399221,0.5680390000000001,-1.168333,-0.266459,0.446679,1.101261,0.812439,-0.361761,Marcus
-0.017834,-0.4404119999999999,0.267634,1.39515,0.261718,0.356414,-0.119577,1.080816,0.562987,0.547098,Marcus
0.080916,-0.126364,0.360101,-0.587947,0.261718,-0.058835,-2.9131080000000003,-0.469893,-1.058449,-1.225717,Clarius
0.241386,-0.322644,0.310311,0.49055,0.261718,0.937762,-0.459331,0.251429,0.438262,1.290997,Marcus
0.0562289999999999,0.43107,-3.210528,-1.133148,0.261718,0.480988,0.446679,-2.101544,-0.777816,0.298642,Marcus
0.512951,-0.071406,-3.210528,0.755482,0.976743,-1.512204,-1.25209,-3.070431,-3.20997,-0.622466,Coronavirucus
0.352481,-0.259834,0.463236,-1.127687,-1.078955,-0.266459,0.220177,1.081709,0.1888099999999999,-0.219813,Clarius
0.068573,0.289748,0.107596,1.267115,0.261718,1.103861,1.050686,0.575277,-0.0606419999999999,0.499734,Marcus
0.117948,0.0699149999999999,0.338762,-1.2960040000000002,0.261718,-1.470679,0.333428,0.418867,1.03071,-1.369739,Paithonius
0.377169,0.109171,0.317424,-1.658297,-0.9001979999999999,-2.508801,-5.895391,-1.086079,-3.147608,-4.339027,Paithonius
0.043885,0.007106,1.348781,-1.249397,-0.185173,-0.391033,0.371178,1.7457939999999998,-0.278912,-0.437878,Philippus
0.364825,-0.149918,0.107596,-1.108143,0.17234,0.564038,0.371178,0.944248,0.62535,0.420954,Marcus
0.080916,0.650903,-0.023991,0.472826,0.261718,0.522513,-0.006326,-1.0767209999999998,-0.185368,0.615861,Marcus
0.130292,-0.275537,0.2747469999999999,-0.574878,0.261718,1.643684,0.597681,-1.791577,-1.682078,1.297772,Marcus
0.068573,0.0699149999999999,-0.002652,-1.1498270000000002,-1.257711,0.356414,0.597681,1.2154040000000002,0.001721,0.107074,Clarius
0.179667,-0.212727,0.132491,-1.306507,0.261718,0.522513,0.55993,0.398559,-0.0606419999999999,0.27816,Marcus
-0.153617,-0.354049,0.37077,-0.513262,0.261718,-1.096956,-0.119577,-1.765579,-1.307901,-0.830441,Clarius
-0.511588,-0.620989,0.491688,-2.053711,-0.006417,0.522513,0.069175,0.218423,0.001721,0.542337,Esequlius
-2.4495720000000003,4.835583,0.352988,0.048976,-2.419627,-2.384226,0.295677,2.284164,-2.180982,-2.17941,Marcus
0.0562289999999999,0.533135,0.185837,0.8828010000000001,0.261718,0.356414,0.408929,0.898816,0.126447,0.20155,Marcus
-0.301743,0.171981,0.285416,0.684706,0.17234,0.522513,0.106925,2.004815,1.810246,0.551077,Mongucus
0.031541,0.117022,-0.176916,-0.620739,-1.168333,1.768258,0.295677,0.046169,0.095265,1.550869,Marcus
-0.153617,-0.087108,0.299642,0.689629,0.261718,2.391131,0.220177,-1.396046,-0.902542,2.153131,Clarius
-0.128929,0.2112369999999999,0.075589,0.526356,0.261718,-0.01731,0.144676,-0.3420809999999999,-1.2455379999999998,0.042604,Marcus
0.204355,-0.354049,0.32098,0.410166,-0.989576,0.190314,0.55993,-0.02064,-0.091823,-0.008342,Marcus
-0.128929,-0.22843,-3.210528,-0.892742,0.17234,0.273364,0.182426,-0.240363,0.064084,0.2707469999999999,Esequlius
0.130292,0.077766,-0.045329,0.285383,-0.095795,0.730137,0.55993,-0.07145,0.032902,0.436939,Marcus
-0.8819040000000001,-1.947839,0.2178449999999999,2.046336,0.17234,0.937762,0.673182,1.229752,1.155435,0.581962,Mongucus
-0.116585,0.305451,0.036468,-0.41038,0.261718,-0.307984,0.257927,0.015823,1.061891,-0.309141,Paithonius
0.512951,-0.071406,-3.210528,0.755482,0.976743,0.8962370000000001,-1.063338,0.051877,0.438262,1.69723,Coronavirucus
