Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,HDD,SSD,Gpu_brand,PRICE
Chuwi,Notebook,15.6,1920x1080,4,Windows,1.89,0,0,Other Intel Processor,0,0,Intel,13053.0672
Asus,Notebook,14.0,1366x768,2,Windows,1.65,0,0,AMD Processor,0,0,AMD,10602.72
HP,Notebook,17.3,1920x1080,4,Windows,2.71,0,0,AMD Processor,500,0,AMD,23389.92
Dell,Ultrabook,13.3,3200x1800,16,Windows,1.2,1,0,Intel Core i7,0,512,Intel,99580.32
Apple,Ultrabook,13.3,1440x900,8,Mac,1.35,0,0,Intel Core i5,0,0,Intel,53173.44
Lenovo,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel Processor,0,0,Intel,13266.72
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Intel Core i3,1000,0,Intel,19553.76
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,1,Intel Core i5,1000,128,AMD,52161.12
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,1000,0,Intel,26037.4032
HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,0,Intel Core i5,0,256,Nvidia,46833.12
Asus,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.0,0,0,Intel Core i3,1000,0,Intel,20725.92
Dell,Gaming,15.6,1920x1080,16,Windows,2.65,0,1,Intel Core i7,1000,256,Nvidia,79866.72
Asus,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.3,0,0,Intel Core i5,1000,0,Nvidia,27864.9072
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,1,Intel Core i5,0,256,Intel,36336.96
Dell,2 in 1 Convertible,17.3,1920x1080,12,Windows,2.77,1,0,Intel Core i5,1000,0,Nvidia,53226.72
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,256,Intel,75604.31999999999
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Intel Core i3,0,128,Intel,19660.32
Asus,Gaming,17.3,1920x1080,8,Windows,3.2,0,0,AMD Processor,1000,256,AMD,69210.72
Dell,Notebook,15.6,1920x1080,4,Windows,2.3,0,0,Intel Core i5,0,256,AMD,34045.92
Asus,Notebook,17.3,1366x768,4,Windows,2.8,0,0,Other Intel Processor,1000,0,Nvidia,24828.48
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Others/No OS/Linux,0.69,1,1,Other Intel Processor,0,0,Intel,16996.32
Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,0,256,Nvidia,44808.48
HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,AMD Processor,0,256,AMD,21231.5472
HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i7,0,512,Intel,58767.84
Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i3,1000,0,Intel,20459.52
Dell,Notebook,15.6,1920x1080,8,Windows,2.13,0,0,Intel Core i7,0,256,AMD,40908.384
HP,Notebook,15.6,1920x1080,4,Windows,1.91,0,0,Intel Core i3,0,128,Intel,23389.92
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i5,0,256,Intel,31232.203200000004
MSI,Gaming,17.3,1920x1080,16,Windows,2.43,0,0,Intel Core i7,2000,256,Nvidia,130482.72
Asus,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.0,0,0,Intel Core i3,0,256,Intel,22111.2
Dell,Notebook,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,2000,256,AMD,69210.72
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,0,256,Intel,46833.12
Lenovo,Notebook,14.0,1920x1080,8,Others/No OS/Linux,1.7,0,1,Intel Core i3,0,256,Intel,31914.72
Asus,Notebook,14.0,1920x1080,8,Windows,1.4,0,0,Intel Core i5,0,256,Intel,50136.48
HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i5,0,256,Intel,36763.2
Asus,Ultrabook,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,0,512,Nvidia,105654.24
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i3,500,0,AMD,23373.4032
HP,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel Processor,0,32,Intel,12201.12
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.9,0,0,Intel Core i5,1000,0,Intel,29250.72
Asus,Gaming,17.3,1920x1080,12,Others/No OS/Linux,3.0,0,0,Intel Core i7,1000,0,Nvidia,50562.72
Microsoft,Ultrabook,13.5,2256x1504,4,Windows,1.252,1,0,Intel Core i5,0,128,Intel,58021.92
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i7,0,256,AMD,50882.4
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,256,AMD,46353.6
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i5,1000,128,Nvidia,58341.6
Acer,Notebook,14.0,1366x768,8,Windows,2.1,0,0,Intel Core i3,1000,0,Intel,20725.92
Asus,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,0,Nvidia,50562.72
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,2000,0,Intel,27652.32
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,1000,128,Intel,45554.4
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,1000,0,Nvidia,28238.4
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i5,1000,128,Nvidia,52054.56
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.88,0,1,Intel Core i5,0,256,Intel,58403.4048
Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Intel Core i5,0,512,Intel,80452.8
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i5,0,256,Intel,45820.8
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,AMD Processor,0,128,AMD,21258.72
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD Processor,1000,0,AMD,21045.6
Dell,Gaming,15.6,1920x1080,16,Windows,2.65,0,1,Intel Core i7,1000,128,Nvidia,71874.72
HP,Ultrabook,15.6,1920x1080,8,Windows,1.83,0,1,Intel Core i7,0,256,Nvidia,37242.72
HP,Notebook,15.6,1920x1080,8,Windows,1.96,0,0,Intel Core i5,0,256,Intel,31914.1872
Asus,Gaming,15.6,1920x1080,16,Windows,2.2,0,1,Intel Core i7,1000,128,Nvidia,77202.72
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.21,0,1,Intel Core i7,0,256,Intel,87858.72
Asus,Gaming,15.6,1920x1080,8,Windows,2.45,0,0,AMD Processor,1000,0,AMD,37242.72
Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,0,Nvidia,36709.92
HP,Notebook,13.3,1920x1080,16,Windows,1.49,0,0,Intel Core i7,0,512,Intel,63776.16
Dell,Gaming,15.6,1920x1080,8,Windows,2.65,0,0,Intel Core i5,0,256,Nvidia,63669.6
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.25,0,0,Intel Core i7,0,256,Intel,55890.72
Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.5,1,1,Intel Core i5,0,256,Intel,45128.16
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i7,1000,0,AMD,31962.672
Dell,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i3,0,256,AMD,25840.8
Asus,Notebook,15.6,1920x1080,6,Windows,2.0,0,0,Intel Core i3,0,256,Nvidia,30742.56
HP,Gaming,15.6,1920x1080,12,Windows,2.62,0,1,Intel Core i7,1000,128,Nvidia,66546.72
HP,Notebook,15.6,1920x1080,8,Windows,1.91,0,0,Intel Core i7,0,256,AMD,38308.32
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,AMD Processor,500,0,AMD,18594.72
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,1000,0,AMD,34472.16
HP,Ultrabook,13.3,1920x1080,8,Windows,1.38,0,1,Intel Core i7,0,256,Nvidia,59620.32
Microsoft,Ultrabook,13.5,2256x1504,8,Windows,1.252,1,0,Intel Core i5,0,256,Intel,71395.2
HP,Notebook,14.0,1920x1080,6,Windows,1.58,0,1,Intel Core i5,0,256,Nvidia,35111.52
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i3,1000,0,Intel,22105.872
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.3,0,1,Intel Core i7,0,256,Nvidia,63563.04
MSI,Gaming,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,1000,256,Nvidia,69210.72
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.58,0,1,Intel Core i7,0,256,Intel,78854.4
Asus,Ultrabook,15.6,1920x1080,16,Windows,1.5,0,0,Intel Core i7,1000,256,Nvidia,67239.36
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.23,1,0,Intel Core i7,0,256,Intel,73473.12
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i5,0,256,Intel,74538.72
HP,Notebook,14.0,1366x768,4,Windows,1.63,0,1,Intel Core i5,500,0,Intel,38468.16
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.21,0,1,Intel Core i5,0,256,Intel,86793.12
HP,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.26,1,1,Intel Core i5,0,256,Intel,74538.1872
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i7,0,512,Intel,57755.52
Dell,Notebook,15.6,1920x1080,8,Windows,2.16,0,1,Intel Core i7,1000,256,Nvidia,60223.98239999999
Asus,Notebook,17.3,1920x1080,4,Windows,2.0,0,0,Intel Core i3,1000,0,Nvidia,30049.92
Asus,Notebook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i7,0,256,Nvidia,59567.04
Acer,Notebook,15.6,1920x1080,6,Windows,2.1,1,1,Intel Core i3,1000,0,Intel,25521.12
MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,2000,256,Nvidia,119427.12
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,0,256,Nvidia,33513.119999999995
HP,Notebook,17.3,1920x1080,16,Windows,2.5,0,0,Intel Core i7,0,512,Nvidia,67718.88
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD Processor,0,256,AMD,24029.28
HP,Notebook,15.6,1366x768,4,Others/No OS/Linux,1.86,0,0,Other Intel Processor,500,0,Intel,13799.52
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i5,1000,0,Intel,43263.36
Asus,Notebook,14.0,1366x768,4,Windows,1.65,0,0,AMD Processor,0,64,AMD,14811.3072
Dell,Notebook,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,2000,256,AMD,74378.87999999999
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i5,0,256,Intel,49443.84
Dell,Notebook,15.6,1366x768,8,Windows,2.36,0,0,Intel Core i5,1000,0,AMD,34045.3872
Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,1000,0,AMD,23922.72
Acer,Ultrabook,14.0,1920x1080,8,Windows,1.6,0,1,Intel Core i7,0,256,Intel,47099.52
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,256,Nvidia,30476.16
HP,Notebook,15.6,1366x768,8,Windows,2.05,0,0,Intel Core i7,1000,0,Intel,31861.44
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i7,0,256,Intel,52640.64
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,1.9,0,0,Other Intel Processor,1000,0,Intel,13445.7408
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i5,1000,128,Nvidia,49976.64
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i5,1000,0,Nvidia,26586.72
HP,Notebook,13.3,1920x1080,4,Windows,1.32,0,1,Intel Core i5,0,256,Intel,37242.72
Acer,Notebook,17.3,1920x1080,4,Windows,3.0,0,1,Intel Core i3,1000,0,Nvidia,34898.4
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.75,0,1,Intel Core i5,0,256,AMD,59461.5456
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,1,Intel Core i7,0,256,Nvidia,46300.32
Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,500,0,Intel,32074.56
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,AMD Processor,0,256,AMD,19660.32
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.25,0,0,Intel Core i7,0,256,Intel,58554.72
HP,Ultrabook,12.5,3840x2160,8,Windows,0.97,1,1,Other Intel Processor,0,512,Intel,107305.92
Asus,Notebook,15.6,1920x1080,4,Windows,2.0,0,0,Other Intel Processor,1000,0,Intel,18328.32
MSI,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,108105.12
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,1000,0,Intel,23816.16
Dell,Gaming,15.6,1920x1080,16,Windows,2.56,0,0,Intel Core i7,0,512,Nvidia,66560.5728
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i7,0,0,Nvidia,47898.72
Lenovo,Notebook,15.6,1366x768,4,Windows,1.9,0,0,Intel Core i5,0,128,Intel,26533.44
MSI,Gaming,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,1000,256,Nvidia,100699.2
HP,Ultrabook,14.0,1920x1080,4,Windows,1.48,0,0,Intel Core i5,0,256,Intel,57648.96
HP,Notebook,15.6,1920x1080,6,Windows,1.91,0,0,Intel Core i5,0,256,AMD,32980.32
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.74,1,1,Intel Core i3,0,256,Intel,33513.119999999995
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.1,1,0,Intel Core i5,0,256,Intel,70063.2
Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,1.56,1,0,Intel Core i7,0,256,Intel,55890.72
Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,500,0,Intel,23816.16
Asus,Notebook,15.6,1366x768,4,Windows,2.03,0,0,AMD Processor,1000,0,AMD,21471.84
Acer,Notebook,17.3,1920x1080,4,Windows,3.0,0,1,Intel Core i5,0,256,Nvidia,42890.4
Dell,Notebook,15.6,1920x1080,8,Windows,2.13,0,0,Intel Core i5,0,256,AMD,38787.84
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,Intel Core i7,0,256,Nvidia,57489.12
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,1000,0,Intel,18541.44
MSI,Gaming,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,1000,256,Nvidia,95850.72
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,1000,0,Intel,19367.8128
Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i7,1000,128,Nvidia,56502.9072
Acer,Notebook,17.3,1920x1080,8,Windows,3.0,0,1,Intel Core i5,0,256,Nvidia,45501.12
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,500,0,Intel,40173.12
Huawei,Ultrabook,13.0,2160x1440,8,Windows,1.05,0,1,Intel Core i5,0,256,Intel,71874.72
HP,Notebook,17.3,1920x1080,6,Windows,2.71,0,1,Intel Core i5,2000,0,AMD,37242.72
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,AMD Processor,500,0,AMD,16463.52
Toshiba,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i3,500,0,Intel,26053.92
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i5,0,256,Nvidia,49177.44
Dell,Notebook,15.6,1366x768,8,Windows,2.3,0,0,Intel Core i3,1000,0,Intel,24455.52
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,0,128,Intel,23922.72
MSI,Gaming,18.4,1920x1080,32,Windows,4.4,0,0,Intel Core i7,1000,512,Nvidia,149130.72
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,1000,128,AMD,43316.64
HP,2 in 1 Convertible,13.3,3840x2160,8,Windows,1.29,1,1,Intel Core i5,0,256,Intel,79866.72
Dell,Notebook,15.6,1920x1080,16,Others/No OS/Linux,2.02,0,0,Intel Core i7,2000,256,AMD,55890.72
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.23,0,0,Intel Core i5,0,256,Intel,74538.72
Lenovo,2 in 1 Convertible,13.9,3840x2160,16,Windows,1.4,1,1,Intel Core i7,0,512,Intel,98514.72
Toshiba,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Intel Core i5,0,128,Intel,42251.04
Xiaomi,Notebook,15.6,1920x1080,8,Others/No OS/Linux,1.95,0,1,Intel Core i5,0,256,Nvidia,63882.72
Dell,Notebook,17.3,1920x1080,16,Windows,2.77,1,0,Intel Core i7,0,512,Nvidia,82530.72
Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,0,512,Nvidia,127712.16
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,1,Intel Core i5,0,256,Nvidia,41505.12
Acer,Ultrabook,13.3,1920x1080,8,Windows,1.12,0,1,Intel Core i5,0,256,Intel,52693.92
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i7,1000,128,AMD,57808.8
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,0,1000,Intel,150462.72
Vero,Notebook,14.0,1920x1080,4,Windows,1.3,0,1,Other Intel Processor,0,0,Intel,13852.8
Xiaomi,Ultrabook,13.3,1920x1080,8,Others/No OS/Linux,1.3,0,1,Intel Core i5,0,256,Nvidia,53274.67199999999
Lenovo,Notebook,17.3,1600x900,8,Others/No OS/Linux,2.8,0,0,Intel Core i5,0,256,Nvidia,37189.44
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.62,1,1,Intel Core i7,1000,0,Intel,44701.92
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,1,Intel Core i5,1000,0,Nvidia,48697.92
Razer,Gaming,17.3,3840x2160,32,Windows,3.49,1,0,Intel Core i7,0,1000,Nvidia,324954.72
HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i5,0,512,Intel,51095.52
HP,Gaming,17.3,1920x1080,16,Windows,3.35,0,1,Intel Core i7,1000,256,Nvidia,73473.12
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i7,0,256,Nvidia,55677.6
Dell,Gaming,15.6,3840x2160,16,Windows,2.65,0,1,Intel Core i7,1000,512,Nvidia,98301.6
Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,0,128,Intel,26267.04
Acer,Notebook,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i7,1000,0,Nvidia,39533.76
Lenovo,Gaming,15.6,1920x1080,16,Windows,3.2,0,1,Intel Core i7,1000,512,Nvidia,93186.72
Dell,Workstation,15.6,3840x2160,16,Windows,2.8,0,0,Other Intel Processor,1000,256,Nvidia,162770.4
Lenovo,Gaming,15.6,1920x1080,16,Others/No OS/Linux,2.4,0,0,Intel Core i7,0,512,Nvidia,74485.44
Dell,Notebook,15.6,1366x768,6,Windows,2.3,1,0,Intel Core i3,1000,0,Intel,23389.92
Dell,Ultrabook,13.3,3840x2160,8,Windows,1.21,1,1,Intel Core i7,0,256,Intel,103842.72
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i7,0,256,Intel,77202.72
Lenovo,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,0,256,Intel,31808.16
Acer,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,0,Intel Core i7,1000,0,Nvidia,41505.12
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,74964.95999999999
HP,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.1,0,0,Intel Core i3,500,0,Intel,18594.72
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,0,256,Intel,29250.72
Huawei,Ultrabook,13.0,2160x1440,8,Windows,1.05,0,1,Intel Core i7,0,512,Intel,79866.72
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i7,0,256,AMD,49650.5664
Lenovo,Notebook,17.3,1600x900,8,Others/No OS/Linux,2.8,0,0,Intel Core i5,1000,0,Nvidia,31381.92
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i7,0,256,Nvidia,54931.68
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.6,0,0,Intel Core i5,0,256,Intel,61218.72
Dell,2 in 1 Convertible,13.3,1920x1080,16,Windows,1.62,1,0,Intel Core i7,0,512,Intel,68145.12
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,0,256,AMD,36089.208
Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Windows,1.74,0,1,Intel Core i5,0,256,Intel,47898.72
Toshiba,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i7,0,256,Intel,72620.64
HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,0,Intel Core i5,1000,0,Intel,42304.32
Dell,Gaming,17.3,1920x1080,16,Windows,4.42,0,1,Intel Core i7,1000,256,Nvidia,130873.7952
Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,256,Nvidia,44328.96
Dell,Notebook,15.6,1920x1080,16,Windows,2.3,1,0,Intel Core i7,1000,0,AMD,45768.0528
Asus,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i5,0,256,Nvidia,40972.32
Asus,Notebook,17.3,1920x1080,8,Windows,2.69,0,0,Intel Core i5,500,256,Nvidia,47472.48
HP,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i7,1000,0,AMD,67612.31999999999
Asus,Notebook,15.6,1366x768,4,Windows,2.37,0,0,Intel Core i3,1000,0,Intel,21258.1872
HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD Processor,500,0,AMD,17582.399999999998
Lenovo,Gaming,15.6,1920x1080,16,Windows,3.2,0,1,Intel Core i7,1000,256,Nvidia,79866.72
Dell,Notebook,14.0,1920x1080,8,Windows,1.6,0,0,Intel Core i5,0,256,Intel,45767.52
Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.6,1,1,Intel Core i5,0,256,Intel,36709.92
Dell,Notebook,15.6,1920x1080,16,Others/No OS/Linux,2.36,0,0,Intel Core i7,0,256,AMD,47898.72
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Intel Core i3,1000,0,Intel,20779.2
Asus,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,AMD Processor,1000,128,AMD,30636.0
Asus,Gaming,17.3,1920x1080,32,Windows,4.7,0,0,Intel Core i7,1000,512,Nvidia,207259.2
Acer,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i5,0,256,Nvidia,45074.88
Lenovo,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i3,0,128,Intel,31381.92
Asus,Notebook,17.3,1920x1080,8,Windows,2.1,0,0,Intel Core i7,1000,128,Nvidia,61005.6
